date,sold_or_return,product_id,product,unit_price,no_of_units,sales_price,category
1/26/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
1/26/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
1/26/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
1/30/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
1/30/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
1/30/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
1/30/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
1/31/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
1/31/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
2/2/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
2/2/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
2/3/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
2/7/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
2/8/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
2/9/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
2/13/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
2/13/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
2/13/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
2/14/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
2/14/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
2/14/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
2/14/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
2/14/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
2/14/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
2/15/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
2/15/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
2/16/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
2/16/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
2/16/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
2/17/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
2/20/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
2/21/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
2/22/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
2/22/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
2/22/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
2/23/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
2/24/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
2/24/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
2/24/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
2/24/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,9,450,BEVERAGE
2/25/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
2/27/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
2/27/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
2/28/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
2/28/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
3/1/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
3/2/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
3/7/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
3/8/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
3/8/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
3/9/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
3/9/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
3/9/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
3/9/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
3/9/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
3/10/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
3/10/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
3/13/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
3/14/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
3/14/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
3/15/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
3/17/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
3/20/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
3/20/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
3/21/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
3/23/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
3/24/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
3/27/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
3/27/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
3/27/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
3/27/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
3/29/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
3/29/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
3/29/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
3/30/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
3/30/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
3/31/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
3/31/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
4/2/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
4/2/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
4/3/2023,Sold,6604,COFFEE CAKE,150,3,450,DESSERT
4/6/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
4/6/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,9,450,BEVERAGE
4/17/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
4/18/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/19/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/19/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/19/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/20/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/20/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/20/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/20/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
4/21/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/21/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/21/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
4/21/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
4/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/22/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
4/24/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/24/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
4/24/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
4/25/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
4/26/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
4/27/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/27/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
4/28/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
4/28/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
4/28/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
4/30/2023,Sold,8108,Veg Koththu,450,1,450,Koththu
5/2/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/2/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/2/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/2/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
5/3/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/3/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
5/4/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/4/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/8/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/8/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
5/8/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
5/8/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
5/9/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/9/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/9/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/9/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/9/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/9/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
5/9/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
5/9/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
5/10/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/10/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
5/10/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
5/11/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
5/12/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/12/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
5/13/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
5/15/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/16/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
5/16/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
5/17/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/17/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/17/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/17/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
5/18/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/18/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/18/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/19/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/19/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/19/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/19/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
5/19/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
5/19/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
5/21/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
5/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/22/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
5/23/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
5/24/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
5/24/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
5/24/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
5/25/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/25/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
5/25/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
5/26/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/26/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/26/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
5/26/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
5/27/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
5/31/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/31/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/31/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/31/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
5/31/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/1/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/1/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/2/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/3/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/3/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/5/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/5/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/5/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/5/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,9,450,BEVERAGE
6/6/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/6/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/6/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/6/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/6/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/6/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/7/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/7/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/7/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
6/8/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/8/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
6/8/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/8/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
6/8/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
6/8/2023,Sold,8108,Veg Koththu,450,1,450,Koththu
6/9/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/9/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/9/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/9/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/9/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/9/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/9/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/10/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/10/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/10/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/10/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/11/2023,Sold,4527,ICE CREAM,150,3,450,DESSERT
6/11/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/12/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/12/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/12/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/12/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/12/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/12/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/12/2023,Sold,6205,ROLL,90,5,450,SHORT EATS
6/13/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/13/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/13/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/13/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/13/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/13/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/13/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/13/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/13/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/14/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/14/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/14/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/14/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/14/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/14/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/14/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/15/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/15/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/15/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/15/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/15/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/15/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/15/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/15/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/15/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/15/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/16/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/16/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/16/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/16/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/16/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
6/17/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/17/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/18/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/18/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/18/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/19/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/19/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/19/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/19/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/19/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/19/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/19/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/20/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/20/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/20/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/20/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
6/21/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/21/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/21/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/21/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/21/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/21/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/22/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/22/2023,Sold,4527,ICE CREAM,150,3,450,DESSERT
6/22/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/22/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/22/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/22/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/23/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/23/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/23/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/23/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/23/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/23/2023,Sold,4527,ICE CREAM,150,3,450,DESSERT
6/23/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/24/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/24/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/24/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/24/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/24/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/24/2023,Sold,4527,ICE CREAM,150,3,450,DESSERT
6/24/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/24/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/24/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/24/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/26/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/26/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/27/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/27/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/27/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/27/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
6/28/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/28/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/28/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/28/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/28/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/28/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/28/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/28/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
6/30/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/30/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/30/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
6/30/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
6/30/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
6/30/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
7/1/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
7/3/2023,Sold,4106,MILK TEA,150,3,450,BEVERAGE
7/4/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/4/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/4/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/4/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
7/4/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
7/5/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/5/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/5/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/5/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
7/5/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
7/5/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
7/6/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/6/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
7/6/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
7/6/2023,Sold,4527,ICE CREAM,150,3,450,DESSERT
7/7/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/7/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
7/7/2023,Sold,4411,SCAN WATER BOTTLE 500 ML,90,5,450,BEVERAGE
7/8/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/8/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/9/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
7/10/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/10/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/10/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/10/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/10/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/10/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
7/10/2023,Sold,4527,ICE CREAM,150,3,450,DESSERT
7/10/2023,Sold,4101,ICED COFFEE,150,3,450,BEVERAGE
7/11/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/11/2023,Sold,2110,CHICKEN SOUP,150,3,450,SOUP
7/11/2023,Sold,4108,HOT MILK COFFEE,150,3,450,BEVERAGE
7/12/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/12/2023,Sold,9301,CHICKEN NOODLES,450,1,450,NOODLES
7/12/2023,Sold,4527,ICE CREAM,150,3,450,DESSERT
7/12/2023,Sold,5105,LEMON MOJITO,150,3,450,BEVERAGE
