date,sold_or_return,product_id,product,unit_price,no_of_units,sales_price,category
8/19/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,60,-39000,RICE
9/22/2023,Return,9301,Return-  CHICKEN NOODLES,-500,50,-25000,NOODLES
7/22/2023,Return,4101,Return-  ICED COFFEE,-150,60,-9000,BEVERAGE
5/20/2023,Return,5315,Return-  Rice & Curry( Fish ),-520,15,-7800,RICE & CURRY
5/20/2023,Return,5314,Return-  Rice & Curry(chicken),-500,13,-6500,RICE & CURRY
4/2/2023,Return,6403,Return-  CHOCOLATE CUP CAKE,-250,20,-5000,DESSERT
12/13/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,10,-5000,RICE
4/1/2023,Return,6604,Return-  COFFEE CAKE,-150,25,-3750,DESSERT
6/2/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,5,-3250,RICE
12/14/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE (R),-700,4,-2800,RICE
7/9/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,5,-2500,SALAD
8/24/2023,Return,5201,Return-  VANILLA MILK SHAKE,-180,12,-2160,BEVERAGE
9/21/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE (R),-700,3,-2100,RICE
9/18/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,4,-2000,SALAD
8/15/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,3,-1950,RICE
5/11/2023,Return,1109,Return-  Egg mixed fried rice with an omlet,-550,3,-1650,RICE
5/18/2023,Return,1109,Return-  Egg mixed fried rice with an omlet,-550,3,-1650,RICE
9/7/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE (R),-700,2,-1400,RICE
5/11/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,2,-1300,RICE
7/21/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,2,-1300,RICE
7/27/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,2,-1300,RICE
8/21/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,2,-1300,RICE
8/26/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,2,-1300,RICE
8/31/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,2,-1300,RICE
2/27/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,5,-1250,SHORT EATS
7/8/2023,Return,1107,Return-  VEGETABLE FRIED RICE (R),-300,4,-1200,RICE
7/4/2023,Return,1109,Return-  Egg mixed fried rice with an omlet,-550,2,-1100,RICE
7/16/2023,Return,5314,Return-  Rice & Curry(chicken),-550,2,-1100,RICE & CURRY
9/23/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,2,-1000,RICE
10/9/2023,Return,9301,Return-  CHICKEN NOODLES,-500,2,-1000,NOODLES
10/14/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,2,-1000,RICE
10/22/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,2,-1000,RICE
12/7/2023,Return,8105,Return-  Egg Koththu,-500,2,-1000,Koththu
12/16/2023,Return,8105,Return-  Egg Koththu,-500,2,-1000,Koththu
7/19/2023,Return,9302,Return-  VEGETABLE NOODLES,-300,3,-900,NOODLES
5/26/2023,Return,9201,Return-  EGG NOODLES,-400,2,-800,NOODLES
7/9/2023,Return,8102,Return-  BOILED VEGETABLE,-400,2,-800,SALAD
9/21/2023,Return,9201,Return-  EGG NOODLES,-400,2,-800,NOODLES
1/31/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,3,-750,SHORT EATS
5/11/2023,Return,2110,Return-  CHICKEN SOUP,-150,5,-750,SOUP
7/7/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,3,-750,SHORT EATS
8/16/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,3,-750,SHORT EATS
11/11/2023,Return,4520,Return-  CHOCO MILK SHAKE,-250,3,-750,BEVERAGE
8/25/2023,Return,5331,Return-  Ice cream chocolate,-180,4,-720,DESSERT
6/18/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,2,-700,SHORT EATS
9/2/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,2,-700,SHORT EATS
9/5/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE (R),-700,1,-700,RICE
9/5/2023,Return,1107,Return-  VEGETABLE FRIED RICE (R),-350,2,-700,RICE
9/17/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE (R),-700,1,-700,RICE
9/18/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE (R),-700,1,-700,RICE
9/21/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE (R),-700,1,-700,RICE
9/29/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE (R),-700,1,-700,RICE
10/6/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE (R),-700,1,-700,RICE
3/31/2023,Return,1108,Return-  Egg mixed chicken fried rice,-650,1,-650,RICE
4/6/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,1,-650,RICE
4/20/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,1,-650,RICE
5/18/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,1,-650,RICE
5/18/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,1,-650,RICE
6/5/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,1,-650,RICE
6/6/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,1,-650,RICE
6/30/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,1,-650,RICE
7/4/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,1,-650,RICE
7/21/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,1,-650,RICE
7/30/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,1,-650,RICE
8/11/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,1,-650,RICE
8/29/2023,Return,1108,Return-  EGG MIXED CHICKEN FRIED RICE,-650,1,-650,RICE
9/21/2023,Return,8106,Return-  Chicken Koththu,-650,1,-650,Koththu
9/21/2023,Return,8106,Return-  Chicken Koththu,-650,1,-650,Koththu
11/29/2023,Return,8106,Return-  Chicken Koththu,-650,1,-650,Koththu
12/11/2023,Return,1150,Return-  Crispy chicken burger (offer),-650,1,-650,SHORT EATS
12/12/2023,Return,8106,Return-  Chicken Koththu,-650,1,-650,Koththu
4/26/2023,Return,4528,Return-  WATALAPPAN,-160,4,-640,DESSERT
6/9/2023,Return,4528,Return-  WATALAPPAN,-160,4,-640,DESSERT
4/4/2023,Return,6020,Return-  CHICKEN BURGER,-200,3,-600,SHORT EATS
5/20/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,2,-600,SHORT EATS
7/14/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,3,-600,BEVERAGE
8/24/2023,Return,4527,Return-  ICE CREAM (Vanilla),-150,4,-600,DESSERT
9/21/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-300,2,-600,SHORT EATS
9/24/2023,Return,4108,Return-  HOT MILK COFFEE,-150,4,-600,BEVERAGE
9/30/2023,Return,4527,Return-  ICE CREAM (Vanilla),-150,4,-600,DESSERT
10/13/2023,Return,6020,Return-  CHICKEN BURGER,-200,3,-600,SHORT EATS
11/28/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-300,2,-600,SHORT EATS
12/8/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-300,2,-600,SHORT EATS
2/23/2023,Return,9201,Return-  EGG NOODLES,-280,2,-560,NOODLES
5/3/2023,Return,1109,Return-  Egg mixed fried rice with an omlet,-550,1,-550,RICE
5/3/2023,Return,1109,Return-  Egg mixed fried rice with an omlet,-550,1,-550,RICE
6/23/2023,Return,1109,Return-  Egg mixed fried rice with an omlet,-550,1,-550,RICE
7/13/2023,Return,1109,Return-  Egg mixed fried rice with an omlet,-550,1,-550,RICE
7/18/2023,Return,1109,Return-  Egg mixed fried rice with an omlet,-550,1,-550,RICE
7/25/2023,Return,1109,Return-  Egg mixed fried rice with an omlet,-550,1,-550,RICE
8/21/2023,Return,5331,Return-  Ice cream chocolate,-180,3,-540,DESSERT
6/7/2023,Return,4103,Return-  TEA,-40,13,-520,BEVERAGE
3/9/2023,Return,6401,Return-  JUMBO HOT DOG,-250,2,-500,SHORT EATS
3/27/2023,Return,6401,Return-  JUMBO HOT DOG,-250,2,-500,SHORT EATS
4/24/2023,Return,6401,Return-  JUMBO HOT DOG,-250,2,-500,SHORT EATS
5/19/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
5/25/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,2,-500,SHORT EATS
5/25/2023,Return,6401,Return-  JUMBO HOT DOG,-250,2,-500,SHORT EATS
5/26/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
5/31/2023,Return,6401,Return-  JUMBO HOT DOG,-250,2,-500,SHORT EATS
6/12/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,2,-500,SHORT EATS
6/14/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,2,-500,SHORT EATS
6/21/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
6/23/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,2,-500,SHORT EATS
6/24/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
7/8/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
7/8/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
7/9/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
7/10/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
7/16/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,2,-500,SHORT EATS
7/20/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
9/3/2023,Return,5337,Return-  Chicken Budget Rice,-500,1,-500,RICE
9/3/2023,Return,5337,Return-  Chicken Budget Rice,-500,1,-500,RICE
9/3/2023,Return,5337,Return-  Chicken Budget Rice,-500,1,-500,RICE
9/4/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,1,-500,RICE
9/4/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,1,-500,RICE
9/5/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,1,-500,RICE
9/6/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,1,-500,RICE
9/8/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
9/20/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
9/22/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,1,-500,RICE
9/27/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
9/27/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,1,-500,RICE
10/5/2023,Return,5307,Return-  Boiled Vegetables With Fried Chiken,-500,1,-500,SALAD
11/8/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,1,-500,RICE
11/19/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,1,-500,RICE
11/28/2023,Return,5337,Return-  Chicken Budget Rice (R),-500,1,-500,RICE
12/21/2023,Return,6401,Return-  JUMBO HOT DOG,-250,2,-500,SHORT EATS
4/27/2023,Return,9301,Return-  CHICKEN NOODLES,-450,1,-450,NOODLES
5/12/2023,Return,9301,Return-  CHICKEN NOODLES,-450,1,-450,NOODLES
5/22/2023,Return,5105,Return-  LEMON MOJITO,-150,3,-450,BEVERAGE
7/14/2023,Return,9301,Return-  CHICKEN NOODLES,-450,1,-450,NOODLES
7/21/2023,Return,9301,Return-  CHICKEN NOODLES,-450,1,-450,NOODLES
8/4/2023,Return,4106,Return-  MILK TEA,-150,3,-450,BEVERAGE
8/6/2023,Return,9301,Return-  CHICKEN NOODLES,-450,1,-450,NOODLES
8/15/2023,Return,5105,Return-  LEMON MOJITO,-150,3,-450,BEVERAGE
9/14/2023,Return,9301,Return-  CHICKEN NOODLES,-450,1,-450,NOODLES
9/16/2023,Return,4101,Return-  ICED COFFEE,-150,3,-450,BEVERAGE
9/21/2023,Return,2110,Return-  CHICKEN SOUP,-150,3,-450,SOUP
10/12/2023,Return,2110,Return-  CHICKEN SOUP,-150,3,-450,SOUP
2/9/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,2,-400,BEVERAGE
2/13/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,2,-400,BEVERAGE
2/16/2023,Return,6020,Return- CHICKEN BURGER,-200,2,-400,SHORT EATS
2/23/2023,Return,6020,Return-  CHICKEN BURGER,-200,2,-400,SHORT EATS
2/23/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,2,-400,BEVERAGE
3/3/2023,Return,4105,Return-  STRAWBERRY MILK SHAKE,-200,2,-400,BEVERAGE
3/20/2023,Return,1206,Return-  EGG FRIED RICE (R),-400,1,-400,RICE
3/31/2023,Return,1206,Return-  EGG FRIED RICE (R),-400,1,-400,RICE
4/21/2023,Return,6020,Return-  CHICKEN BURGER,-200,2,-400,SHORT EATS
4/21/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,2,-400,BEVERAGE
5/4/2023,Return,4105,Return-  STRAWBERRY MILK SHAKE,-200,2,-400,BEVERAGE
5/19/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,2,-400,BEVERAGE
5/22/2023,Return,6020,Return-  CHICKEN BURGER,-200,2,-400,SHORT EATS
5/22/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,2,-400,BEVERAGE
5/25/2023,Return,8102,Return-  BOILED VEGETABLE,-400,1,-400,SALAD
6/26/2023,Return,8102,Return-  BOILED VEGETABLE,-400,1,-400,SALAD
7/21/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,2,-400,BEVERAGE
7/30/2023,Return,8102,Return-  BOILED VEGETABLE,-400,1,-400,SALAD
7/31/2023,Return,8102,Return-  BOILED VEGETABLE,-400,1,-400,SALAD
8/3/2023,Return,6020,Return-  CHICKEN BURGER,-200,2,-400,SHORT EATS
8/4/2023,Return,9201,Return-  EGG NOODLES,-400,1,-400,NOODLES
8/7/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,2,-400,BEVERAGE
8/26/2023,Return,8102,Return-  BOILED VEGETABLE,-400,1,-400,SALAD
9/21/2023,Return,8102,Return-  BOILED VEGETABLE,-400,1,-400,SALAD
9/27/2023,Return,9201,Return-  EGG NOODLES,-400,1,-400,NOODLES
10/26/2023,Return,6020,Return-  CHICKEN BURGER,-200,2,-400,SHORT EATS
10/27/2023,Return,5201,Return-  VANILLA MILK SHAKE,-200,2,-400,BEVERAGE
11/13/2023,Return,5201,Return-  VANILLA MILK SHAKE,-200,2,-400,BEVERAGE
11/27/2023,Return,6020,Return-  CHICKEN BURGER,-200,2,-400,SHORT EATS
11/28/2023,Return,8108,Return-  Veg Koththu,-400,1,-400,Koththu
12/2/2023,Return,1118,Return-  Double Portion,-400,1,-400,RICE
12/11/2023,Return,6020,Return-  CHICKEN BURGER,-200,2,-400,SHORT EATS
3/22/2023,Return,5201,Return-  Vanila MILK SHAKE,-180,2,-360,BEVERAGE
8/23/2023,Return,5201,Return-  VANILLA MILK SHAKE,-180,2,-360,BEVERAGE
1/24/2023,Return,9301,Return-  CHICKEN NOODLES,-350,1,-350,NOODLES
4/19/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,1,-350,SHORT EATS
5/18/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,1,-350,SHORT EATS
6/3/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,1,-350,SHORT EATS
6/3/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,1,-350,SHORT EATS
6/11/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,1,-350,SHORT EATS
6/17/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,1,-350,SHORT EATS
7/6/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,1,-350,SHORT EATS
7/12/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,1,-350,SHORT EATS
8/16/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,1,-350,SHORT EATS
9/4/2023,Return,1107,Return-  VEGETABLE FRIED RICE (R),-350,1,-350,RICE
9/8/2023,Return,5339,Return-  BUDGET RICE - STUDENTS PACK (R),-350,1,-350,RICE
9/12/2023,Return,5339,Return-  BUDGET RICE - STUDENTS PACK (R),-350,1,-350,RICE
9/14/2023,Return,5339,Return-  BUDGET RICE - STUDENTS PACK (R),-350,1,-350,RICE
9/15/2023,Return,5339,Return-  BUDGET RICE - STUDENTS PACK (R),-350,1,-350,RICE
9/21/2023,Return,1107,Return-  VEGETABLE FRIED RICE (R),-350,1,-350,RICE
11/1/2023,Return,5339,Return-  BUDGET RICE - STUDENTS PACK (R),-350,1,-350,RICE
11/1/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,1,-350,SHORT EATS
11/29/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-350,1,-350,SHORT EATS
1/31/2023,Return,4106,Return-  MILK TEA,-150,2,-300,BEVERAGE
2/8/2023,Return,2110,Return-  CHICKEN SOUP,-150,2,-300,SOUP
2/23/2023,Return,4101,Return-  ICED COFFEE,-150,2,-300,BEVERAGE
3/1/2023,Return,5105,Return-  LEMON MOJITO,-150,2,-300,BEVERAGE
3/7/2023,Return,5105,Return-  LEMON MOJITO,-150,2,-300,BEVERAGE
3/24/2023,Return,1107,Return-  VEGETABLE FRIED RICE (R),-300,1,-300,RICE
4/1/2023,Return,6219,Return-  CRISPY CHICKEN BUN,-300,1,-300,SHORT EATS
4/17/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
5/2/2023,Return,2110,Return-  CHICKEN SOUP,-150,2,-300,SOUP
5/18/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
5/20/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
6/12/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
6/12/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
6/12/2023,Return,1107,Return-  VEGETABLE FRIED RICE (R),-300,1,-300,RICE
6/16/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
6/18/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
6/22/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
6/23/2023,Return,4101,Return-  ICED COFFEE,-150,2,-300,BEVERAGE
6/23/2023,Return,1107,Return-  VEGETABLE FRIED RICE (R),-300,1,-300,RICE
6/24/2023,Return,1107,Return-  VEGETABLE FRIED RICE (R),-300,1,-300,RICE
6/28/2023,Return,4527,Return-  ICE CREAM,-150,2,-300,DESSERT
6/30/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
7/12/2023,Return,4527,Return-  ICE CREAM,-150,2,-300,DESSERT
7/16/2023,Return,2110,Return-  CHICKEN SOUP,-150,2,-300,SOUP
7/20/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
7/21/2023,Return,5105,Return-  LEMON MOJITO,-150,2,-300,BEVERAGE
7/23/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
8/4/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
8/18/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
8/23/2023,Return,4527,Return-  ICE CREAM (Vanilla),-150,2,-300,DESSERT
8/24/2023,Return,2110,Return-  CHICKEN SOUP,-150,2,-300,SOUP
8/28/2023,Return,2110,Return-  CHICKEN SOUP,-150,2,-300,SOUP
8/30/2023,Return,5105,Return-  LEMON MOJITO,-150,2,-300,BEVERAGE
8/30/2023,Return,6214,Return- CRISPY CHICKEN BURGER,-300,1,-300,SHORT EATS
9/1/2023,Return,2110,Return-  CHICKEN SOUP,-150,2,-300,SOUP
9/8/2023,Return,2110,Return-  CHICKEN SOUP,-150,2,-300,SOUP
9/15/2023,Return,4101,Return-  ICED COFFEE,-150,2,-300,BEVERAGE
9/16/2023,Return,2110,Return-  CHICKEN SOUP,-150,2,-300,SOUP
9/17/2023,Return,2110,Return-  CHICKEN SOUP,-150,2,-300,SOUP
9/21/2023,Return,4106,Return-  MILK TEA,-150,2,-300,BEVERAGE
9/23/2023,Return,4108,Return-  HOT MILK COFFEE,-150,2,-300,BEVERAGE
9/25/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-300,1,-300,SHORT EATS
10/10/2023,Return,4106,Return-  MILK TEA,-150,2,-300,BEVERAGE
10/19/2023,Return,4106,Return-  MILK TEA,-150,2,-300,BEVERAGE
10/28/2023,Return,4527,Return-  ICE CREAM (Vanilla),-150,2,-300,DESSERT
11/18/2023,Return,2110,Return-  CHICKEN SOUP,-150,2,-300,SOUP
12/8/2023,Return,2110,Return-  CHICKEN SOUP,-150,2,-300,SOUP
3/2/2023,Return,6214,Return-  CRISPY CHICKEN BURGER,-280,1,-280,SHORT EATS
2/6/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
2/22/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
2/23/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
3/7/2023,Return,6403,Return-  CHOCOLATE CUP CAKE,-250,1,-250,DESSERT
3/29/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
3/29/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
3/30/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
4/4/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
4/26/2023,Return,6403,Return-  CHOCOLATE CUP CAKE,-250,1,-250,DESSERT
4/28/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
4/30/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
5/4/2023,Return,6403,Return-  CHOCOLATE CUP CAKE,-250,1,-250,DESSERT
5/9/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
5/10/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
5/19/2023,Return,6403,Return-  CHOCOLATE CUP CAKE,-250,1,-250,DESSERT
5/25/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
5/31/2023,Return,6403,Return-  CHOCOLATE CUP CAKE,-250,1,-250,DESSERT
6/2/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
6/4/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
6/4/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
6/9/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
6/10/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
6/11/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
6/14/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
6/16/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
6/17/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
7/6/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
7/10/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
7/10/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
7/21/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
7/25/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
8/15/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
8/16/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
8/18/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
8/23/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
8/28/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
8/29/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
8/29/2023,Return,6021,Return-  CHEESE CHICKEN BURGER,-250,1,-250,SHORT EATS
9/13/2023,Return,4520,Return-  CHOCO MILK SHAKE,-250,1,-250,BEVERAGE
9/16/2023,Return,4105,Return-  STRAWBERRY MILK SHAKE,-250,1,-250,BEVERAGE
9/18/2023,Return,4520,Return-  CHOCO MILK SHAKE,-250,1,-250,BEVERAGE
9/20/2023,Return,4520,Return-  CHOCO MILK SHAKE,-250,1,-250,BEVERAGE
9/21/2023,Return,4105,Return-  STRAWBERRY MILK SHAKE,-250,1,-250,BEVERAGE
10/1/2023,Return,4520,Return-  CHOCO MILK SHAKE,-250,1,-250,BEVERAGE
10/3/2023,Return,4520,Return-  CHOCO MILK SHAKE,-250,1,-250,BEVERAGE
10/16/2023,Return,4520,Return-  CHOCO MILK SHAKE,-250,1,-250,BEVERAGE
10/27/2023,Return,4105,Return-  STRAWBERRY MILK SHAKE,-250,1,-250,BEVERAGE
11/1/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
11/3/2023,Return,4520,Return-  CHOCO MILK SHAKE,-250,1,-250,BEVERAGE
11/6/2023,Return,4520,Return-  CHOCO MILK SHAKE,-250,1,-250,BEVERAGE
12/11/2023,Return,4520,Return-  CHOCO MILK SHAKE,-250,1,-250,BEVERAGE
12/22/2023,Return,4520,Return-  CHOCO MILK SHAKE,-250,1,-250,BEVERAGE
12/22/2023,Return,4105,Return-  STRAWBERRY MILK SHAKE,-250,1,-250,BEVERAGE
12/28/2023,Return,6401,Return-  JUMBO HOT DOG,-250,1,-250,SHORT EATS
2/1/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
2/3/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
2/16/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
2/24/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
3/14/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
3/30/2023,Return,4520,Return-  CHOCO MILK SHAKE,-200,1,-200,BEVERAGE
4/3/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
4/4/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
4/6/2023,Return,6020,Return-  CHICKEN BURGER,-200,1,-200,SHORT EATS
