"id","category","date","sold_or_return","product_id","product_name","unit_price","no_of_units","sales_price"
"9054","RICE","7/7/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9055","RICE","7/7/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9056","RICE","7/7/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9057","RICE","7/7/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9058","RICE","7/7/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9059","RICE","7/7/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9060","RICE","7/7/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9061","RICE","7/7/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9062","RICE","7/7/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9063","RICE","7/7/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9064","RICE","7/7/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9065","RICE","7/7/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","2","600"
"9066","RICE","7/7/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9067","RICE","7/7/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9068","RICE","7/7/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9069","RICE","7/7/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9070","RICE","7/7/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9071","RICE","7/7/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9072","RICE","7/7/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","2","600"
"9073","RICE","7/7/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9074","RICE","7/7/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9075","RICE","7/7/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9076","RICE","7/7/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9077","RICE","7/7/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9078","RICE","7/7/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9079","RICE","7/7/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9080","RICE","7/7/2023","Sold","1107","VEGETABLE FRIED RICE (R)","300","2","600"
"9081","RICE","7/7/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9082","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9083","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","3","1050"
"9084","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9085","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9086","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9087","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9088","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9089","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9090","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9091","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9092","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9093","RICE","7/9/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9094","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","4","1400"
"9095","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9096","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9097","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","5","3250"
"9098","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9099","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9100","RICE","7/9/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9101","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9102","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9103","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9104","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","4","2600"
"9105","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9106","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9107","RICE","7/9/2023","Return","1308","Return-  BUDGET RICE - STUDENTS PACK","-350","1","-350"
"9108","RICE","7/9/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9109","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","5","3250"
"9110","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9111","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","15","9750"
"9112","RICE","7/9/2023","Sold","1109","Egg mixed fried rice with an omlet","550","5","2750"
"9113","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9114","RICE","7/9/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9115","RICE","7/9/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","2","600"
"9116","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9117","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9118","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9119","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9120","RICE","7/9/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9121","RICE","7/9/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","3","1050"
"9122","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9123","RICE","7/9/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9124","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","3","1950"
"9125","RICE","7/10/2023","Sold","1303","CHICKEN FRIED RICE (CATERING)","600","1","600"
"9126","RICE","7/10/2023","Return","1303","Return-  CHICKEN FRIED RICE (CATERING)","-600","1","-600"
"9127","RICE","7/10/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9128","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9129","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9130","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9131","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9132","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9133","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9134","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9135","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9136","RICE","7/10/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9137","RICE","7/10/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9138","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","7","2450"
"9139","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9140","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9141","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9142","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9143","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9144","RICE","7/10/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","2","600"
"9145","RICE","7/10/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","2","600"
"9146","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9147","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9148","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9149","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9150","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9151","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9152","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9153","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","4","1400"
"9154","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","5","1750"
"9155","RICE","7/10/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9156","RICE","7/10/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9157","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","4","1400"
"9158","RICE","7/10/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","2","600"
"9159","RICE","7/10/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9160","RICE","7/10/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9161","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9162","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9163","RICE","7/10/2023","Sold","1107","VEGETABLE FRIED RICE (R)","300","1","300"
"9164","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9165","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9166","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9167","RICE","7/10/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9168","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9169","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9170","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9171","RICE","7/10/2023","Sold","1107","VEGETABLE FRIED RICE (R)","300","1","300"
"9172","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9173","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9174","RICE","7/10/2023","Sold","1107","VEGETABLE FRIED RICE (R)","300","1","300"
"9175","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9176","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9177","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9178","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9179","RICE","7/10/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9180","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9181","RICE","7/10/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9182","RICE","7/10/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9183","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9184","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9185","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9186","RICE","7/10/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9187","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9188","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9189","RICE","7/10/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","2","600"
"9190","RICE","7/10/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9191","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9192","RICE","7/10/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9193","RICE","7/10/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9194","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9195","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","3","1950"
"9196","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9197","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9198","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9199","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9200","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9201","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9202","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9203","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9204","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9205","RICE","7/11/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9206","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9207","RICE","7/11/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9208","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9209","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9210","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9211","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9212","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9213","RICE","7/11/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9214","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9215","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","3","1950"
"9216","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","3","1950"
"9217","RICE","7/11/2023","Sold","1107","VEGETABLE FRIED RICE (R)","300","2","600"
"9218","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9219","RICE","7/11/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9220","RICE","7/11/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9221","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9222","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9223","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9224","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9225","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9226","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9227","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9228","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9229","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9230","RICE","7/11/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9231","RICE","7/11/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9232","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9233","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9234","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9235","RICE","7/11/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9236","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9237","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9238","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9239","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9240","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9241","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9242","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9243","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9244","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9245","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9246","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9247","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9248","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9249","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9250","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9251","RICE","7/12/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9252","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9253","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","4","1400"
"9254","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9255","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9256","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","3","1050"
"9257","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9258","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9259","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9260","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9261","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9262","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9263","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9264","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9265","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9266","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9267","RICE","7/12/2023","Return","1308","Return-  BUDGET RICE - STUDENTS PACK","-350","1","-350"
"9268","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9269","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","7","4550"
"9270","RICE","7/12/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9271","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9272","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9273","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9274","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","3","1050"
"9275","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9276","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9277","RICE","7/12/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9278","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9279","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9280","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9281","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9282","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9283","RICE","7/12/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9284","RICE","7/12/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9285","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9286","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","4","1400"
"9287","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9288","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9289","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9290","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9291","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9292","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9293","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9294","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9295","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9296","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9297","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9298","RICE","7/12/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9299","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9300","RICE","7/12/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9301","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9302","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9303","RICE","7/12/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9304","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9305","RICE","7/12/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9306","RICE","7/12/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9307","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9308","RICE","7/12/2023","Sold","1109","Egg mixed fried rice with an omlet","550","1","550"
"9309","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9310","RICE","7/12/2023","Sold","1107","VEGETABLE FRIED RICE (R)","300","1","300"
"9311","RICE","7/12/2023","Sold","1107","VEGETABLE FRIED RICE (R)","300","1","300"
"9312","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9313","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9314","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","3","1950"
"9315","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9316","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9317","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9318","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9319","RICE","7/12/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9320","RICE","7/12/2023","Sold","1107","VEGETABLE FRIED RICE (R)","300","3","900"
"9321","RICE","7/13/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9322","RICE","7/13/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9323","RICE","7/13/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9324","RICE","7/13/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9325","RICE","7/13/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","3","1050"
"9326","RICE","7/13/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9327","RICE","7/13/2023","Return","1308","Return-  BUDGET RICE - STUDENTS PACK","-350","1","-350"
"9328","RICE","7/13/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","1","300"
"9329","RICE","7/13/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9330","RICE","7/13/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9331","RICE","7/13/2023","Sold","1101","VEGETABLE FRIED RICE (S)","300","2","600"
"9332","RICE","7/13/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","2","1300"
"9333","RICE","7/13/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9334","RICE","7/13/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","2","700"
"9335","RICE","7/13/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9336","RICE","7/13/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
"9337","RICE","7/13/2023","Sold","1308","BUDGET RICE - STUDENTS PACK","350","1","350"
"9338","RICE","7/13/2023","Sold","1109","Egg mixed fried rice with an omlet","550","2","1100"
"9339","RICE","7/13/2023","Sold","1108","EGG MIXED CHICKEN FRIED RICE","650","1","650"
