"id","category","date","sold_or_return","product_id","product_name","unit_price","no_of_units","sales_price"
"3034","BEVERAGE","12/9/2023","Sold","4106","MILK TEA","150","2","300"
"3035","BEVERAGE","12/2/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3036","BEVERAGE","12/2/2023","Sold","4520","CHOCO MILK SHAKE","250","2","500"
"3037","BEVERAGE","12/2/2023","Sold","4101","ICED COFFEE","150","1","150"
"3038","BEVERAGE","12/2/2023","Sold","4101","ICED COFFEE","150","1","150"
"3039","BEVERAGE","12/2/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3040","BEVERAGE","12/2/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3041","BEVERAGE","12/2/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3042","BEVERAGE","12/2/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3043","BEVERAGE","12/2/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3044","BEVERAGE","12/2/2023","Sold","4103","TEA","60","1","60"
"3045","BEVERAGE","12/2/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3046","BEVERAGE","12/2/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3047","BEVERAGE","12/2/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3048","BEVERAGE","12/2/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3049","BEVERAGE","12/2/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3050","BEVERAGE","12/2/2023","Sold","4101","ICED COFFEE","150","1","150"
"3051","BEVERAGE","12/2/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3052","BEVERAGE","12/2/2023","Sold","4106","MILK TEA","150","1","150"
"3053","BEVERAGE","12/2/2023","Sold","4101","ICED COFFEE","150","1","150"
"3054","BEVERAGE","12/2/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","4","200"
"3055","BEVERAGE","12/2/2023","Sold","4106","MILK TEA","150","1","150"
"3056","BEVERAGE","12/2/2023","Sold","4101","ICED COFFEE","150","2","300"
"3057","BEVERAGE","12/2/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3058","BEVERAGE","12/3/2023","Sold","4107","HOT COFFEE","60","5","300"
"3059","BEVERAGE","12/3/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3060","BEVERAGE","12/3/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3061","BEVERAGE","12/3/2023","Sold","4106","MILK TEA","150","1","150"
"3062","BEVERAGE","12/3/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","2","500"
"3063","BEVERAGE","12/3/2023","Sold","4520","CHOCO MILK SHAKE","250","2","500"
"3064","BEVERAGE","12/3/2023","Sold","4108","HOT MILK COFFEE","150","1","150"
"3065","BEVERAGE","12/3/2023","Sold","4101","ICED COFFEE","150","1","150"
"3066","BEVERAGE","12/3/2023","Sold","4101","ICED COFFEE","150","1","150"
"3067","BEVERAGE","12/3/2023","Sold","4103","TEA","60","2","120"
"3068","BEVERAGE","12/3/2023","Sold","4101","ICED COFFEE","150","2","300"
"3069","BEVERAGE","12/3/2023","Sold","5201","VANILLA MILK SHAKE","200","1","200"
"3070","BEVERAGE","12/3/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3071","BEVERAGE","12/3/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3072","BEVERAGE","12/3/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3073","BEVERAGE","12/3/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3074","BEVERAGE","12/3/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3075","BEVERAGE","12/3/2023","Sold","5201","VANILLA MILK SHAKE","200","1","200"
"3076","BEVERAGE","12/3/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3077","BEVERAGE","12/3/2023","Sold","5201","VANILLA MILK SHAKE","200","1","200"
"3078","BEVERAGE","12/3/2023","Sold","4107","HOT COFFEE","60","1","60"
"3079","BEVERAGE","12/3/2023","Sold","4101","ICED COFFEE","150","1","150"
"3080","BEVERAGE","12/3/2023","Sold","4103","TEA","60","1","60"
"3081","BEVERAGE","12/3/2023","Sold","4103","TEA","60","1","60"
"3082","BEVERAGE","12/3/2023","Sold","4101","ICED COFFEE","150","4","600"
"3083","BEVERAGE","12/3/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3084","BEVERAGE","12/9/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","10","500"
"3085","BEVERAGE","12/9/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3086","BEVERAGE","12/9/2023","Sold","4101","ICED COFFEE","150","1","150"
"3087","BEVERAGE","12/9/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3088","BEVERAGE","12/9/2023","Sold","4101","ICED COFFEE","150","2","300"
"3089","BEVERAGE","12/9/2023","Sold","5201","VANILLA MILK SHAKE","200","1","200"
"3090","BEVERAGE","12/9/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","4","200"
"3091","BEVERAGE","12/9/2023","Sold","4101","ICED COFFEE","150","1","150"
"3092","BEVERAGE","12/9/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3093","BEVERAGE","12/9/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3094","BEVERAGE","12/9/2023","Sold","4101","ICED COFFEE","150","4","600"
"3095","BEVERAGE","12/9/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3096","BEVERAGE","12/9/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3097","BEVERAGE","12/9/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3098","BEVERAGE","12/9/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3099","BEVERAGE","12/9/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3100","BEVERAGE","12/9/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3101","BEVERAGE","12/9/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3102","BEVERAGE","12/9/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3103","BEVERAGE","12/9/2023","Sold","4106","MILK TEA","150","2","300"
"3104","BEVERAGE","12/9/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3105","BEVERAGE","12/9/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3106","BEVERAGE","12/9/2023","Sold","5201","VANILLA MILK SHAKE","200","1","200"
"3107","BEVERAGE","12/9/2023","Sold","4101","ICED COFFEE","150","2","300"
"3108","BEVERAGE","12/9/2023","Sold","4107","HOT COFFEE","60","1","60"
"3109","BEVERAGE","12/9/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3110","BEVERAGE","12/9/2023","Sold","4411","SCAN WATER BOTTLE 500 ML","90","1","90"
"3111","BEVERAGE","12/9/2023","Sold","4411","SCAN WATER BOTTLE 500 ML","90","1","90"
"3112","BEVERAGE","12/10/2023","Sold","4411","SCAN WATER BOTTLE 500 ML","90","1","90"
"3113","BEVERAGE","12/10/2023","Sold","4101","ICED COFFEE","150","2","300"
"3114","BEVERAGE","12/10/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3115","BEVERAGE","12/10/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3116","BEVERAGE","12/10/2023","Sold","4101","ICED COFFEE","150","1","150"
"3117","BEVERAGE","12/10/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3118","BEVERAGE","12/10/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3119","BEVERAGE","12/10/2023","Sold","4101","ICED COFFEE","150","2","300"
"3120","BEVERAGE","12/10/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3121","BEVERAGE","12/10/2023","Sold","4101","ICED COFFEE","150","2","300"
"3122","BEVERAGE","12/10/2023","Sold","5201","VANILLA MILK SHAKE","200","1","200"
"3123","BEVERAGE","12/10/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","3","150"
"3124","BEVERAGE","12/10/2023","Sold","4520","CHOCO MILK SHAKE","250","2","500"
"3125","BEVERAGE","12/10/2023","Sold","4103","TEA","60","1","60"
"3126","BEVERAGE","12/10/2023","Sold","4108","HOT MILK COFFEE","150","2","300"
"3127","BEVERAGE","12/10/2023","Sold","4106","MILK TEA","150","1","150"
"3128","BEVERAGE","12/4/2023","Sold","4108","HOT MILK COFFEE","150","3","450"
"3129","BEVERAGE","12/4/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3130","BEVERAGE","12/4/2023","Sold","4101","ICED COFFEE","150","1","150"
"3131","BEVERAGE","12/4/2023","Sold","5201","VANILLA MILK SHAKE","200","1","200"
"3132","BEVERAGE","12/4/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3133","BEVERAGE","12/4/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3134","BEVERAGE","12/4/2023","Sold","4101","ICED COFFEE","150","1","150"
"3135","BEVERAGE","12/4/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3136","BEVERAGE","12/4/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3137","BEVERAGE","12/4/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3138","BEVERAGE","12/4/2023","Sold","4107","HOT COFFEE","60","1","60"
"3139","BEVERAGE","12/4/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3140","BEVERAGE","12/4/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3141","BEVERAGE","12/4/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3142","BEVERAGE","12/4/2023","Sold","4103","TEA","60","2","120"
"3143","BEVERAGE","12/4/2023","Sold","4101","ICED COFFEE","150","1","150"
"3144","BEVERAGE","12/4/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3145","BEVERAGE","12/4/2023","Sold","4107","HOT COFFEE","60","1","60"
"3146","BEVERAGE","12/4/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3147","BEVERAGE","12/4/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3148","BEVERAGE","12/4/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3149","BEVERAGE","12/4/2023","Sold","4520","CHOCO MILK SHAKE","250","2","500"
"3150","BEVERAGE","12/4/2023","Sold","4101","ICED COFFEE","150","1","150"
"3151","BEVERAGE","12/4/2023","Sold","4108","HOT MILK COFFEE","150","1","150"
"3152","BEVERAGE","12/4/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3153","BEVERAGE","12/4/2023","Sold","4106","MILK TEA","150","1","150"
"3154","BEVERAGE","12/4/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3155","BEVERAGE","12/4/2023","Sold","4202","SUNQUICK APPLE JUICE","50","1","50"
"3156","BEVERAGE","12/4/2023","Sold","4202","SUNQUICK APPLE JUICE","50","1","50"
"3157","BEVERAGE","12/4/2023","Sold","4101","ICED COFFEE","150","1","150"
"3158","BEVERAGE","12/5/2023","Sold","4108","HOT MILK COFFEE","150","1","150"
"3159","BEVERAGE","12/5/2023","Sold","4104","GREEN TEA","60","1","60"
"3160","BEVERAGE","12/5/2023","Sold","4101","ICED COFFEE","150","1","150"
"3161","BEVERAGE","12/5/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3162","BEVERAGE","12/5/2023","Sold","4106","MILK TEA","150","1","150"
"3163","BEVERAGE","12/5/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3164","BEVERAGE","12/5/2023","Sold","4101","ICED COFFEE","150","1","150"
"3165","BEVERAGE","12/5/2023","Sold","5201","VANILLA MILK SHAKE","200","1","200"
"3166","BEVERAGE","12/5/2023","Sold","4101","ICED COFFEE","150","4","600"
"3167","BEVERAGE","12/5/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3168","BEVERAGE","12/5/2023","Sold","4103","TEA","60","1","60"
"3169","BEVERAGE","12/5/2023","Sold","4106","MILK TEA","150","1","150"
"3170","BEVERAGE","12/5/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3171","BEVERAGE","12/5/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","7","350"
"3172","BEVERAGE","12/5/2023","Sold","4101","ICED COFFEE","150","1","150"
"3173","BEVERAGE","12/5/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3174","BEVERAGE","12/5/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3175","BEVERAGE","12/5/2023","Sold","4108","HOT MILK COFFEE","150","1","150"
"3176","BEVERAGE","12/5/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3177","BEVERAGE","12/5/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3178","BEVERAGE","12/5/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3179","BEVERAGE","12/5/2023","Sold","5201","VANILLA MILK SHAKE","200","1","200"
"3180","BEVERAGE","12/5/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3181","BEVERAGE","12/5/2023","Sold","4106","MILK TEA","150","1","150"
"3182","BEVERAGE","12/5/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3183","BEVERAGE","12/5/2023","Sold","4106","MILK TEA","150","1","150"
"3184","BEVERAGE","12/5/2023","Sold","5201","VANILLA MILK SHAKE","200","1","200"
"3185","BEVERAGE","12/5/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3186","BEVERAGE","12/5/2023","Sold","4108","HOT MILK COFFEE","150","1","150"
"3187","BEVERAGE","12/5/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3188","BEVERAGE","12/5/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3189","BEVERAGE","12/5/2023","Sold","4420","BiBi orange(sunquick) 200ml","120","2","240"
"3190","BEVERAGE","12/5/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3191","BEVERAGE","12/5/2023","Sold","4101","ICED COFFEE","150","1","150"
"3192","BEVERAGE","12/5/2023","Sold","4106","MILK TEA","150","1","150"
"3193","BEVERAGE","12/5/2023","Sold","4108","HOT MILK COFFEE","150","1","150"
"3194","BEVERAGE","12/5/2023","Sold","4103","TEA","60","2","120"
"3195","BEVERAGE","12/5/2023","Sold","4101","ICED COFFEE","150","1","150"
"3196","BEVERAGE","12/5/2023","Sold","4411","SCAN WATER BOTTLE 500 ML","90","1","90"
"3197","BEVERAGE","12/5/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3198","BEVERAGE","12/5/2023","Sold","4411","SCAN WATER BOTTLE 500 ML","90","1","90"
"3199","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3200","BEVERAGE","12/6/2023","Sold","4108","HOT MILK COFFEE","150","2","300"
"3201","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3202","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3203","BEVERAGE","12/6/2023","Sold","4101","ICED COFFEE","150","3","450"
"3204","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3205","BEVERAGE","12/6/2023","Sold","4101","ICED COFFEE","150","4","600"
"3206","BEVERAGE","12/6/2023","Sold","4108","HOT MILK COFFEE","150","1","150"
"3207","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3208","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3209","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3210","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3211","BEVERAGE","12/6/2023","Sold","4202","SUNQUICK APPLE JUICE","50","1","50"
"3212","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3213","BEVERAGE","12/6/2023","Sold","4101","ICED COFFEE","150","5","750"
"3214","BEVERAGE","12/6/2023","Sold","4520","CHOCO MILK SHAKE","250","2","500"
"3215","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","3","150"
"3216","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3217","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","5","250"
"3218","BEVERAGE","12/6/2023","Sold","4108","HOT MILK COFFEE","150","1","150"
"3219","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3220","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3221","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","3","150"
"3222","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3223","BEVERAGE","12/6/2023","Sold","4106","MILK TEA","150","1","150"
"3224","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3225","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3226","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3227","BEVERAGE","12/6/2023","Sold","4103","TEA","60","1","60"
"3228","BEVERAGE","12/6/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3229","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3230","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","3","150"
"3231","BEVERAGE","12/6/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3232","BEVERAGE","12/6/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3233","BEVERAGE","12/6/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3234","BEVERAGE","12/6/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3235","BEVERAGE","12/6/2023","Sold","5324","Sunquik Small","70","2","140"
"3236","BEVERAGE","12/6/2023","Return","5324","Return-  Sunquik Small","-70","2","-140"
"3237","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","3","150"
"3238","BEVERAGE","12/6/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3239","BEVERAGE","12/7/2023","Sold","4108","HOT MILK COFFEE","150","2","300"
"3240","BEVERAGE","12/7/2023","Sold","4101","ICED COFFEE","150","1","150"
"3241","BEVERAGE","12/7/2023","Sold","4106","MILK TEA","150","3","450"
"3242","BEVERAGE","12/7/2023","Sold","4420","BiBi orange(sunquick) 200ml","120","1","120"
"3243","BEVERAGE","12/7/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","3","150"
"3244","BEVERAGE","12/7/2023","Sold","4107","HOT COFFEE","60","1","60"
"3245","BEVERAGE","12/7/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3246","BEVERAGE","12/7/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3247","BEVERAGE","12/7/2023","Sold","4108","HOT MILK COFFEE","150","1","150"
"3248","BEVERAGE","12/7/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3249","BEVERAGE","12/7/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","5","250"
"3250","BEVERAGE","12/7/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3251","BEVERAGE","12/7/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3252","BEVERAGE","12/7/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3253","BEVERAGE","12/7/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3254","BEVERAGE","12/7/2023","Sold","4106","MILK TEA","150","1","150"
"3255","BEVERAGE","12/7/2023","Sold","4520","CHOCO MILK SHAKE","250","2","500"
"3256","BEVERAGE","12/7/2023","Sold","4101","ICED COFFEE","150","2","300"
"3257","BEVERAGE","12/7/2023","Sold","4106","MILK TEA","150","1","150"
"3258","BEVERAGE","12/7/2023","Sold","4107","HOT COFFEE","60","1","60"
"3259","BEVERAGE","12/7/2023","Sold","4101","ICED COFFEE","150","1","150"
"3260","BEVERAGE","12/7/2023","Sold","4101","ICED COFFEE","150","1","150"
"3261","BEVERAGE","12/7/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3262","BEVERAGE","12/7/2023","Sold","4101","ICED COFFEE","150","1","150"
"3263","BEVERAGE","12/7/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3264","BEVERAGE","12/7/2023","Sold","4106","MILK TEA","150","2","300"
"3265","BEVERAGE","12/7/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3266","BEVERAGE","12/7/2023","Sold","4101","ICED COFFEE","150","1","150"
"3267","BEVERAGE","12/7/2023","Sold","4520","CHOCO MILK SHAKE","250","2","500"
"3268","BEVERAGE","12/7/2023","Sold","4101","ICED COFFEE","150","1","150"
"3269","BEVERAGE","12/7/2023","Sold","4101","ICED COFFEE","150","1","150"
"3270","BEVERAGE","12/7/2023","Sold","4107","HOT COFFEE","60","2","120"
"3271","BEVERAGE","12/7/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3272","BEVERAGE","12/7/2023","Sold","4107","HOT COFFEE","60","1","60"
"3273","BEVERAGE","12/8/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3274","BEVERAGE","12/8/2023","Sold","4101","ICED COFFEE","150","1","150"
"3275","BEVERAGE","12/8/2023","Sold","4101","ICED COFFEE","150","2","300"
"3276","BEVERAGE","12/8/2023","Sold","4106","MILK TEA","150","1","150"
"3277","BEVERAGE","12/8/2023","Sold","4106","MILK TEA","150","3","450"
"3278","BEVERAGE","12/8/2023","Sold","4107","HOT COFFEE","60","1","60"
"3279","BEVERAGE","12/8/2023","Sold","4106","MILK TEA","150","1","150"
"3280","BEVERAGE","12/8/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3281","BEVERAGE","12/8/2023","Sold","4108","HOT MILK COFFEE","150","2","300"
"3282","BEVERAGE","12/8/2023","Sold","4107","HOT COFFEE","60","1","60"
"3283","BEVERAGE","12/8/2023","Sold","4420","BiBi orange(sunquick) 200ml","120","2","240"
"3284","BEVERAGE","12/8/2023","Sold","4101","ICED COFFEE","150","1","150"
"3285","BEVERAGE","12/8/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3286","BEVERAGE","12/8/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3287","BEVERAGE","12/8/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3288","BEVERAGE","12/8/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3289","BEVERAGE","12/8/2023","Sold","5201","VANILLA MILK SHAKE","200","2","400"
"3290","BEVERAGE","12/8/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3291","BEVERAGE","12/8/2023","Return","4102","Return-  SUNQUICK ORANGE JUICE","-50","2","-100"
"3292","BEVERAGE","12/8/2023","Sold","4420","BiBi orange(sunquick) 200ml","120","2","240"
"3293","BEVERAGE","12/8/2023","Sold","4107","HOT COFFEE","60","1","60"
"3294","BEVERAGE","12/8/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3295","BEVERAGE","12/8/2023","Sold","4101","ICED COFFEE","150","1","150"
"3296","BEVERAGE","12/8/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3297","BEVERAGE","12/8/2023","Sold","4107","HOT COFFEE","60","2","120"
"3298","BEVERAGE","12/8/2023","Sold","4520","CHOCO MILK SHAKE","250","2","500"
"3299","BEVERAGE","12/8/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3300","BEVERAGE","12/8/2023","Sold","4101","ICED COFFEE","150","2","300"
"3301","BEVERAGE","12/8/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3302","BEVERAGE","12/8/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3303","BEVERAGE","12/8/2023","Sold","4108","HOT MILK COFFEE","150","1","150"
"3304","BEVERAGE","12/8/2023","Sold","4108","HOT MILK COFFEE","150","2","300"
"3305","BEVERAGE","12/8/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","2","500"
"3306","BEVERAGE","12/8/2023","Sold","5201","VANILLA MILK SHAKE","200","1","200"
"3307","BEVERAGE","12/8/2023","Sold","4101","ICED COFFEE","150","2","300"
"3308","BEVERAGE","12/8/2023","Sold","4105","STRAWBERRY MILK SHAKE","250","1","250"
"3309","BEVERAGE","12/8/2023","Sold","5201","VANILLA MILK SHAKE","200","1","200"
"3310","BEVERAGE","12/8/2023","Sold","4101","ICED COFFEE","150","1","150"
"3311","BEVERAGE","12/8/2023","Sold","4520","CHOCO MILK SHAKE","250","2","500"
"3312","BEVERAGE","12/8/2023","Sold","4106","MILK TEA","150","1","150"
"3313","BEVERAGE","12/8/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3314","BEVERAGE","12/8/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3315","BEVERAGE","12/11/2023","Sold","4101","ICED COFFEE","150","2","300"
"3316","BEVERAGE","12/11/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","1","50"
"3317","BEVERAGE","12/11/2023","Sold","4101","ICED COFFEE","150","1","150"
"3318","BEVERAGE","12/11/2023","Sold","4101","ICED COFFEE","150","1","150"
"3319","BEVERAGE","12/11/2023","Sold","4106","MILK TEA","150","1","150"
"3320","BEVERAGE","12/11/2023","Sold","4101","ICED COFFEE","150","3","450"
"3321","BEVERAGE","12/11/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3322","BEVERAGE","12/11/2023","Sold","4101","ICED COFFEE","150","1","150"
"3323","BEVERAGE","12/11/2023","Sold","4108","HOT MILK COFFEE","150","1","150"
"3324","BEVERAGE","12/11/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","2","100"
"3325","BEVERAGE","12/11/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3326","BEVERAGE","12/11/2023","Return","4520","Return-  CHOCO MILK SHAKE","-250","1","-250"
"3327","BEVERAGE","12/11/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3328","BEVERAGE","12/11/2023","Sold","4411","SCAN WATER BOTTLE 500 ML","90","1","90"
"3329","BEVERAGE","12/11/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","3","150"
"3330","BEVERAGE","12/11/2023","Sold","4108","HOT MILK COFFEE","150","1","150"
"3331","BEVERAGE","12/11/2023","Sold","4520","CHOCO MILK SHAKE","250","2","500"
"3332","BEVERAGE","12/11/2023","Sold","4107","HOT COFFEE","60","2","120"
"3333","BEVERAGE","12/11/2023","Sold","4520","CHOCO MILK SHAKE","250","1","250"
"3334","BEVERAGE","12/11/2023","Sold","4102","SUNQUICK ORANGE JUICE","50","3","150"
"3335","BEVERAGE","12/11/2023","Sold","4101","ICED COFFEE","150","2","300"
